scenario,finesse,tau0,vacuum_wavelength_nm,refractive_index,medium_wavelength_nm,w0_experimental_min_um,w0_comfortable_min_um,N,m,k_star,lr_star,L_mm,zR_mm,w0_um,w_curved_um,g2,lr_edge_margin,hemispherical_gap_mm,delta,tau_eff,tau_margin,rho,peak_headroom_ratio,platform_height_margin,platform_exists,platform_width_k,platform_width_lr,platform_width_L_mm,pairwise_er_db,conservative_er_db,w0_band,geometry_warning,geometry_warning_reasons,geometry_screen_status,geometry_pass,geometry_fail_reasons,quality_pass,quality_fail_reasons,final_engineering_pass,rho_design,finesse_ceiling,peak_headroom_ratio_formula,platform_height_margin_formula,rho_is_boundary,scenario_family
CURRENT_PLATFORM,27.000000000000,3.000000000000,795.000000,1.453371000000,547.004172,47.000000,50.000000,9,4,0.444444444444,0.969846310393,24.246157760,4.275251792,27.283572,157.119830,0.030153689607,0.030153689607,0.753842240,0.111111111111,3.000000000000,0.000000000000,1.000000000000,0.000000000000,0.000000000000,no,0.000000000000,0.000000000000,0.000000000,15.682017,11.108821,high_risk,yes,w0_high_risk,warning,yes,pass,no,below_tau_threshold;platform_too_narrow,no,1.000000000000,27,0.000000000000,0.000000000000,yes,CURRENT_PLATFORM
CURRENT_PLATFORM,30.000000000000,3.000000000000,795.000000,1.453371000000,547.004172,47.000000,50.000000,10,1,0.100000000000,0.095491502813,2.387287570,7.347315654,35.767183,37.607841,0.904508497187,0.095491502813,22.612712430,0.100000000000,3.000000000000,0.000000000000,1.000000000000,0.000000000000,0.000000000000,no,0.000000000000,0.000000000000,0.000000000,15.682017,11.047041,high_risk,no,w0_high_risk,hard_fail,no,short_cavity,no,below_tau_threshold;platform_too_narrow,no,1.000000000000,30,0.000000000000,0.000000000000,yes,CURRENT_PLATFORM
CURRENT_PLATFORM,30.000000000000,3.000000000000,795.000000,1.453371000000,547.004172,47.000000,50.000000,10,3,0.300000000000,0.654508497187,16.362712430,11.888206454,45.496559,77.403370,0.345491502813,0.345491502813,8.637287570,0.100000000000,3.000000000000,0.000000000000,1.000000000000,0.000000000000,0.000000000000,no,0.000000000000,0.000000000000,0.000000000,15.682017,11.047041,high_risk,yes,w0_high_risk,warning,yes,pass,no,below_tau_threshold;platform_too_narrow,no,1.000000000000,30,0.000000000000,0.000000000000,yes,CURRENT_PLATFORM
CURRENT_PLATFORM,33.000000000000,3.000000000000,795.000000,1.453371000000,547.004172,47.000000,50.000000,11,1,0.090909090909,0.079373233584,1.984330840,6.758010218,34.302818,35.750985,0.920626766416,0.079373233584,23.015669160,0.090909090909,3.000000000000,0.000000000000,1.000000000000,0.000000000000,0.000000000000,no,0.000000000000,0.000000000000,0.000000000,15.682017,10.986127,high_risk,no,w0_high_risk,hard_fail,no,short_cavity,no,below_tau_threshold;platform_too_narrow,no,1.000000000000,33,0.000000000000,0.000000000000,yes,CURRENT_PLATFORM
CURRENT_PLATFORM,33.000000000000,3.000000000000,795.000000,1.453371000000,547.004172,47.000000,50.000000,11,2,0.181818181818,0.292292493499,7.307312337,11.370399942,44.494697,52.890948,0.707707506501,0.292292493499,17.692687663,0.090909090909,3.000000000000,0.000000000000,1.000000000000,0.000000000000,0.000000000000,no,0.000000000000,0.000000000000,0.000000000,15.682017,10.986127,high_risk,yes,w0_high_risk,warning,yes,pass,no,below_tau_threshold;platform_too_narrow,no,1.000000000000,33,0.000000000000,0.000000000000,yes,CURRENT_PLATFORM
CURRENT_PLATFORM,33.000000000000,3.000000000000,795.000000,1.453371000000,547.004172,47.000000,50.000000,11,3,0.272727272727,0.571157419137,14.278935478,12.372768024,46.414515,70.876925,0.428842580863,0.428842580863,10.721064522,0.090909090909,3.000000000000,0.000000000000,1.000000000000,0.000000000000,0.000000000000,no,0.000000000000,0.000000000000,0.000000000,15.682017,10.986127,high_risk,yes,w0_high_risk,warning,yes,pass,no,below_tau_threshold;platform_too_narrow,no,1.000000000000,33,0.000000000000,0.000000000000,yes,CURRENT_PLATFORM
CURRENT_PLATFORM,33.000000000000,3.000000000000,795.000000,1.453371000000,547.004172,47.000000,50.000000,11,4,0.363636363636,0.827430366973,20.685759174,9.446869679,40.556862,97.629746,0.172569633027,0.172569633027,4.314240826,0.090909090909,3.000000000000,0.000000000000,1.000000000000,0.000000000000,0.000000000000,no,0.000000000000,0.000000000000,0.000000000,15.682017,10.986127,high_risk,yes,w0_high_risk,warning,yes,pass,no,below_tau_threshold;platform_too_narrow,no,1.000000000000,33,0.000000000000,0.000000000000,yes,CURRENT_PLATFORM
CURRENT_PLATFORM,33.000000000000,3.000000000000,795.000000,1.453371000000,547.004172,47.000000,50.000000,11,5,0.454545454545,0.979746486807,24.493662170,3.521656961,24.762467,173.997787,0.020253513193,0.020253513193,0.506337830,0.090909090909,3.000000000000,0.000000000000,1.000000000000,0.000000000000,0.000000000000,no,0.000000000000,0.000000000000,0.000000000,15.682017,10.986127,high_risk,yes,w0_high_risk,warning,yes,pass,no,below_tau_threshold;platform_too_narrow,no,1.000000000000,33,0.000000000000,0.000000000000,yes,CURRENT_PLATFORM
CURRENT_PLATFORM,36.000000000000,3.000000000000,795.000000,1.453371000000,547.004172,47.000000,50.000000,12,1,0.083333333333,0.066987298108,1.674682453,6.250000000,32.988335,34.152037,0.933012701892,0.066987298108,23.325317547,0.083333333333,3.000000000000,0.000000000000,1.000000000000,0.000000000000,0.000000000000,no,0.000000000000,0.000000000000,0.000000000,15.682017,10.944309,high_risk,no,w0_high_risk,hard_fail,no,short_cavity,no,below_tau_threshold;platform_too_narrow,no,1.000000000000,36,0.000000000000,0.000000000000,yes,CURRENT_PLATFORM
CURRENT_PLATFORM,36.000000000000,3.000000000000,795.000000,1.453371000000,547.004172,47.000000,50.000000,12,5,0.416666666667,0.933012701892,23.325317547,6.250000000,32.988335,127.457138,0.066987298108,0.066987298108,1.674682453,0.083333333333,3.000000000000,0.000000000000,1.000000000000,0.000000000000,0.000000000000,no,0.000000000000,0.000000000000,0.000000000,15.682017,10.944309,high_risk,yes,w0_high_risk,warning,yes,pass,no,below_tau_threshold;platform_too_narrow,no,1.000000000000,36,0.000000000000,0.000000000000,yes,CURRENT_PLATFORM
CURRENT_PLATFORM,39.000000000000,3.000000000000,795.000000,1.453371000000,547.004172,47.000000,50.000000,13,1,0.076923076923,0.057271987173,1.431799679,5.809039651,31.803327,32.755131,0.942728012827,0.057271987173,23.568200321,0.076923076923,3.000000000000,0.000000000000,1.000000000000,0.000000000000,0.000000000000,no,0.000000000000,0.000000000000,0.000000000,15.682017,10.902890,high_risk,no,w0_high_risk,hard_fail,no,short_cavity,no,below_tau_threshold;platform_too_narrow,no,1.000000000000,39,0.000000000000,0.000000000000,yes,CURRENT_PLATFORM
CURRENT_PLATFORM,39.000000000000,3.000000000000,795.000000,1.453371000000,547.004172,47.000000,50.000000,13,2,0.153846153846,0.215967626634,5.399190666,10.287298324,42.322474,47.797376,0.784032373366,0.215967626634,19.600809334,0.076923076923,3.000000000000,0.000000000000,1.000000000000,0.000000000000,0.000000000000,no,0.000000000000,0.000000000000,0.000000000,15.682017,10.902890,high_risk,yes,w0_high_risk,warning,yes,pass,no,below_tau_threshold;platform_too_narrow,no,1.000000000000,39,0.000000000000,0.000000000000,yes,CURRENT_PLATFORM
CURRENT_PLATFORM,39.000000000000,3.000000000000,795.000000,1.453371000000,547.004172,47.000000,50.000000,13,3,0.230769230769,0.439731659872,10.993291497,12.408860926,46.482164,62.099528,0.560268340128,0.439731659872,14.006708503,0.076923076923,3.000000000000,0.000000000000,1.000000000000,0.000000000000,0.000000000000,no,0.000000000000,0.000000000000,0.000000000,15.682017,10.902890,high_risk,yes,w0_high_risk,warning,yes,pass,no,below_tau_threshold;platform_too_narrow,no,1.000000000000,39,0.000000000000,0.000000000000,yes,CURRENT_PLATFORM
CURRENT_PLATFORM,39.000000000000,3.000000000000,795.000000,1.453371000000,547.004172,47.000000,50.000000,13,4,0.307692307692,0.677302443521,16.932561088,11.687703034,45.111261,79.412182,0.322697556479,0.322697556479,8.067438912,0.076923076923,3.000000000000,0.000000000000,1.000000000000,0.000000000000,0.000000000000,no,0.000000000000,0.000000000000,0.000000000,15.682017,10.902890,high_risk,yes,w0_high_risk,warning,yes,pass,no,below_tau_threshold;platform_too_narrow,no,1.000000000000,39,0.000000000000,0.000000000000,yes,CURRENT_PLATFORM
CURRENT_PLATFORM,39.000000000000,3.000000000000,795.000000,1.453371000000,547.004172,47.000000,50.000000,13,5,0.384615384615,0.874255374086,21.856384352,8.289033228,37.990265,107.134071,0.125744625914,0.125744625914,3.143615648,0.076923076923,3.000000000000,0.000000000000,1.000000000000,0.000000000000,0.000000000000,no,0.000000000000,0.000000000000,0.000000000,15.682017,10.902890,high_risk,yes,w0_high_risk,warning,yes,pass,no,below_tau_threshold;platform_too_narrow,no,1.000000000000,39,0.000000000000,0.000000000000,yes,CURRENT_PLATFORM
CURRENT_PLATFORM,39.000000000000,3.000000000000,795.000000,1.453371000000,547.004172,47.000000,50.000000,13,6,0.461538461538,0.985470908713,24.636772718,2.991445804,22.822381,189.339718,0.014529091287,0.014529091287,0.363227282,0.076923076923,3.000000000000,0.000000000000,1.000000000000,0.000000000000,0.000000000000,no,0.000000000000,0.000000000000,0.000000000,15.682017,10.902890,high_risk,no,w0_high_risk,hard_fail,no,large_curved_mirror_spot,no,below_tau_threshold;platform_too_narrow,no,1.000000000000,39,0.000000000000,0.000000000000,yes,CURRENT_PLATFORM
CURRENT_PLATFORM,42.000000000000,3.000000000000,795.000000,1.453371000000,547.004172,47.000000,50.000000,14,1,0.071428571429,0.049515566049,1.237889151,5.423546739,30.729966,31.520244,0.950484433951,0.049515566049,23.762110849,0.071428571429,3.000000000000,0.000000000000,1.000000000000,0.000000000000,0.000000000000,no,0.000000000000,0.000000000000,0.000000000,15.682017,10.872703,high_risk,no,w0_high_risk,hard_fail,no,short_cavity,no,below_tau_threshold;platform_too_narrow,no,1.000000000000,42,0.000000000000,0.000000000000,yes,CURRENT_PLATFORM
CURRENT_PLATFORM,42.000000000000,3.000000000000,795.000000,1.453371000000,547.004172,47.000000,50.000000,14,3,0.214285714286,0.388739533022,9.718488326,12.186598902,46.063999,58.918067,0.611260466978,0.388739533022,15.281511674,0.071428571429,3.000000000000,0.000000000000,1.000000000000,0.000000000000,0.000000000000,no,0.000000000000,0.000000000000,0.000000000,15.682017,10.872703,high_risk,yes,w0_high_risk,warning,yes,pass,no,below_tau_threshold;platform_too_narrow,no,1.000000000000,42,0.000000000000,0.000000000000,yes,CURRENT_PLATFORM
CURRENT_PLATFORM,42.000000000000,3.000000000000,795.000000,1.453371000000,547.004172,47.000000,50.000000,14,5,0.357142857143,0.811744900929,20.293622523,9.772893531,41.250761,95.073305,0.188255099071,0.188255099071,4.706377477,0.071428571429,3.000000000000,0.000000000000,1.000000000000,0.000000000000,0.000000000000,no,0.000000000000,0.000000000000,0.000000000,15.682017,10.872703,high_risk,yes,w0_high_risk,warning,yes,pass,no,below_tau_threshold;platform_too_narrow,no,1.000000000000,42,0.000000000000,0.000000000000,yes,CURRENT_PLATFORM
CURRENT_PLATFORM,45.000000000000,3.000000000000,795.000000,1.453371000000,547.004172,47.000000,50.000000,15,1,0.066666666667,0.043227271179,1.080681779,5.084208038,29.753087,30.417789,0.956772728821,0.043227271179,23.919318221,0.066666666667,3.000000000000,0.000000000000,1.000000000000,0.000000000000,0.000000000000,no,0.000000000000,0.000000000000,0.000000000,15.682017,10.842724,high_risk,no,w0_high_risk,hard_fail,no,short_cavity,no,below_tau_threshold;platform_too_narrow,no,1.000000000000,45,0.000000000000,0.000000000000,yes,CURRENT_PLATFORM
CURRENT_PLATFORM,45.000000000000,3.000000000000,795.000000,1.453371000000,547.004172,47.000000,50.000000,15,2,0.133333333333,0.165434696821,4.135867421,9.289310318,40.217227,44.023235,0.834565303179,0.165434696821,20.864132579,0.066666666667,3.000000000000,0.000000000000,1.000000000000,0.000000000000,0.000000000000,no,0.000000000000,0.000000000000,0.000000000,15.682017,10.842724,high_risk,yes,w0_high_risk,warning,yes,pass,no,below_tau_threshold;platform_too_narrow,no,1.000000000000,45,0.000000000000,0.000000000000,yes,CURRENT_PLATFORM
CURRENT_PLATFORM,45.000000000000,3.000000000000,795.000000,1.453371000000,547.004172,47.000000,50.000000,15,4,0.266666666667,0.552264231634,13.806605791,12.431523692,46.524591,69.529910,0.447735768366,0.447735768366,11.193394209,0.066666666667,3.000000000000,0.000000000000,1.000000000000,0.000000000000,0.000000000000,no,0.000000000000,0.000000000000,0.000000000,15.682017,10.842724,high_risk,yes,w0_high_risk,warning,yes,pass,no,below_tau_threshold;platform_too_narrow,no,1.000000000000,45,0.000000000000,0.000000000000,yes,CURRENT_PLATFORM
CURRENT_PLATFORM,45.000000000000,3.000000000000,795.000000,1.453371000000,547.004172,47.000000,50.000000,15,7,0.466666666667,0.989073800367,24.726845009,2.598896135,21.272319,203.507434,0.010926199633,0.010926199633,0.273154991,0.066666666667,3.000000000000,0.000000000000,1.000000000000,0.000000000000,0.000000000000,no,0.000000000000,0.000000000000,0.000000000,15.682017,10.842724,high_risk,no,w0_high_risk,hard_fail,no,large_curved_mirror_spot,no,below_tau_threshold;platform_too_narrow,no,1.000000000000,45,0.000000000000,0.000000000000,yes,CURRENT_PLATFORM
CURRENT_PLATFORM,48.000000000000,3.000000000000,795.000000,1.453371000000,547.004172,47.000000,50.000000,16,1,0.062500000000,0.038060233744,0.951505844,4.783542905,28.859926,29.425326,0.961939766256,0.038060233744,24.048494156,0.062500000000,3.000000000000,0.000000000000,1.000000000000,0.000000000000,0.000000000000,no,0.000000000000,0.000000000000,0.000000000,15.682017,10.819908,high_risk,no,w0_high_risk,hard_fail,no,short_cavity,no,below_tau_threshold;platform_too_narrow,no,1.000000000000,48,0.000000000000,0.000000000000,yes,CURRENT_PLATFORM
CURRENT_PLATFORM,48.000000000000,3.000000000000,795.000000,1.453371000000,547.004172,47.000000,50.000000,16,3,0.187500000000,0.308658283817,7.716457095,11.548494156,44.841803,53.930777,0.691341716183,0.308658283817,17.283542905,0.062500000000,3.000000000000,0.000000000000,1.000000000000,0.000000000000,0.000000000000,no,0.000000000000,0.000000000000,0.000000000,15.682017,10.819908,high_risk,yes,w0_high_risk,warning,yes,pass,no,below_tau_threshold;platform_too_narrow,no,1.000000000000,48,0.000000000000,0.000000000000,yes,CURRENT_PLATFORM
CURRENT_PLATFORM,48.000000000000,3.000000000000,795.000000,1.453371000000,547.004172,47.000000,50.000000,16,5,0.312500000000,0.691341716183,17.283542905,11.548494156,44.841803,80.713112,0.308658283817,0.308658283817,7.716457095,0.062500000000,3.000000000000,0.000000000000,1.000000000000,0.000000000000,0.000000000000,no,0.000000000000,0.000000000000,0.000000000,15.682017,10.819908,high_risk,yes,w0_high_risk,warning,yes,pass,no,below_tau_threshold;platform_too_narrow,no,1.000000000000,48,0.000000000000,0.000000000000,yes,CURRENT_PLATFORM
CURRENT_PLATFORM,48.000000000000,3.000000000000,795.000000,1.453371000000,547.004172,47.000000,50.000000,16,7,0.437500000000,0.961939766256,24.048494156,4.783542905,28.859926,147.931103,0.038060233744,0.038060233744,0.951505844,0.062500000000,3.000000000000,0.000000000000,1.000000000000,0.000000000000,0.000000000000,no,0.000000000000,0.000000000000,0.000000000,15.682017,10.819908,high_risk,yes,w0_high_risk,warning,yes,pass,no,below_tau_threshold;platform_too_narrow,no,1.000000000000,48,0.000000000000,0.000000000000,yes,CURRENT_PLATFORM
CURRENT_PLATFORM,51.000000000000,3.000000000000,795.000000,1.453371000000,547.004172,47.000000,50.000000,17,1,0.058823529412,0.033763885298,0.844097132,4.515520827,28.039761,28.525461,0.966236114702,0.033763885298,24.155902868,0.058823529412,3.000000000000,0.000000000000,1.000000000000,0.000000000000,0.000000000000,no,0.000000000000,0.000000000000,0.000000000,15.682017,10.797211,high_risk,no,w0_high_risk,hard_fail,no,short_cavity,no,below_tau_threshold;platform_too_narrow,no,1.000000000000,51,0.000000000000,0.000000000000,yes,CURRENT_PLATFORM
CURRENT_PLATFORM,51.000000000000,3.000000000000,795.000000,1.453371000000,547.004172,47.000000,50.000000,17,2,0.117647058824,0.130495541390,3.262388535,8.421195546,38.291930,41.064955,0.869504458610,0.130495541390,21.737611465,0.058823529412,3.000000000000,0.000000000000,1.000000000000,0.000000000000,0.000000000000,no,0.000000000000,0.000000000000,0.000000000,15.682017,10.797211,high_risk,yes,w0_high_risk,warning,yes,pass,no,below_tau_threshold;platform_too_narrow,no,1.000000000000,51,0.000000000000,0.000000000000,yes,CURRENT_PLATFORM
CURRENT_PLATFORM,51.000000000000,3.000000000000,795.000000,1.453371000000,547.004172,47.000000,50.000000,17,3,0.176470588235,0.277130822112,6.928270553,11.189541142,44.139410,51.915455,0.722869177888,0.277130822112,18.071729447,0.058823529412,3.000000000000,0.000000000000,1.000000000000,0.000000000000,0.000000000000,no,0.000000000000,0.000000000000,0.000000000,15.682017,10.797211,high_risk,yes,w0_high_risk,warning,yes,pass,no,below_tau_threshold;platform_too_narrow,no,1.000000000000,51,0.000000000000,0.000000000000,yes,CURRENT_PLATFORM
CURRENT_PLATFORM,51.000000000000,3.000000000000,795.000000,1.453371000000,547.004172,47.000000,50.000000,17,4,0.235294117647,0.453865820268,11.346645507,12.446677204,46.552938,62.993743,0.546134179732,0.453865820268,13.653354493,0.058823529412,3.000000000000,0.000000000000,1.000000000000,0.000000000000,0.000000000000,no,0.000000000000,0.000000000000,0.000000000,15.682017,10.797211,high_risk,yes,w0_high_risk,warning,yes,pass,no,below_tau_threshold;platform_too_narrow,no,1.000000000000,51,0.000000000000,0.000000000000,yes,CURRENT_PLATFORM
CURRENT_PLATFORM,51.000000000000,3.000000000000,795.000000,1.453371000000,547.004172,47.000000,50.000000,17,5,0.294117647059,0.636831495036,15.920787376,12.022820540,45.753420,75.922321,0.363168504964,0.363168504964,9.079212624,0.058823529412,3.000000000000,0.000000000000,1.000000000000,0.000000000000,0.000000000000,no,0.000000000000,0.000000000000,0.000000000,15.682017,10.797211,high_risk,yes,w0_high_risk,warning,yes,pass,no,below_tau_threshold;platform_too_narrow,no,1.000000000000,51,0.000000000000,0.000000000000,yes,CURRENT_PLATFORM
CURRENT_PLATFORM,51.000000000000,3.000000000000,795.000000,1.453371000000,547.004172,47.000000,50.000000,17,6,0.352941176471,0.801317318190,20.032932955,9.975215341,41.675568,93.497827,0.198682681810,0.198682681810,4.967067045,0.058823529412,3.000000000000,0.000000000000,1.000000000000,0.000000000000,0.000000000000,no,0.000000000000,0.000000000000,0.000000000,15.682017,10.797211,high_risk,yes,w0_high_risk,warning,yes,pass,no,below_tau_threshold;platform_too_narrow,no,1.000000000000,51,0.000000000000,0.000000000000,yes,CURRENT_PLATFORM
CURRENT_PLATFORM,51.000000000000,3.000000000000,795.000000,1.453371000000,547.004172,47.000000,50.000000,17,7,0.411764705882,0.925108567865,23.127714197,6.580402036,33.849059,123.688844,0.074891432135,0.074891432135,1.872285803,0.058823529412,3.000000000000,0.000000000000,1.000000000000,0.000000000000,0.000000000000,no,0.000000000000,0.000000000000,0.000000000,15.682017,10.797211,high_risk,yes,w0_high_risk,warning,yes,pass,no,below_tau_threshold;platform_too_narrow,no,1.000000000000,51,0.000000000000,0.000000000000,yes,CURRENT_PLATFORM
CURRENT_PLATFORM,51.000000000000,3.000000000000,795.000000,1.453371000000,547.004172,47.000000,50.000000,17,8,0.470588235294,0.991486549842,24.787163746,2.296868973,19.998089,216.738316,0.008513450158,0.008513450158,0.212836254,0.058823529412,3.000000000000,0.000000000000,1.000000000000,0.000000000000,0.000000000000,no,0.000000000000,0.000000000000,0.000000000,15.682017,10.797211,high_risk,no,w0_high_risk,hard_fail,no,large_curved_mirror_spot,no,below_tau_threshold;platform_too_narrow,no,1.000000000000,51,0.000000000000,0.000000000000,yes,CURRENT_PLATFORM
CURRENT_PLATFORM,54.000000000000,3.000000000000,795.000000,1.453371000000,547.004172,47.000000,50.000000,18,1,0.055555555556,0.030153689607,0.753842240,4.275251792,27.283572,27.704465,0.969846310393,0.030153689607,24.246157760,0.055555555556,3.000000000000,0.000000000000,1.000000000000,0.000000000000,0.000000000000,no,0.000000000000,0.000000000000,0.000000000,15.682017,10.779360,high_risk,no,w0_high_risk,hard_fail,no,short_cavity,no,below_tau_threshold;platform_too_narrow,no,1.000000000000,54,0.000000000000,0.000000000000,yes,CURRENT_PLATFORM
CURRENT_PLATFORM,54.000000000000,3.000000000000,795.000000,1.453371000000,547.004172,47.000000,50.000000,18,5,0.277777777778,0.586824088833,14.670602221,12.310096913,46.296815,72.025059,0.413175911167,0.413175911167,10.329397779,0.055555555556,3.000000000000,0.000000000000,1.000000000000,0.000000000000,0.000000000000,no,0.000000000000,0.000000000000,0.000000000,15.682017,10.779360,high_risk,yes,w0_high_risk,warning,yes,pass,no,below_tau_threshold;platform_too_narrow,no,1.000000000000,54,0.000000000000,0.000000000000,yes,CURRENT_PLATFORM
CURRENT_PLATFORM,54.000000000000,3.000000000000,795.000000,1.453371000000,547.004172,47.000000,50.000000,18,7,0.388888888889,0.883022221559,22.075555539,8.034845121,37.403233,109.359736,0.116977778441,0.116977778441,2.924444461,0.055555555556,3.000000000000,0.000000000000,1.000000000000,0.000000000000,0.000000000000,no,0.000000000000,0.000000000000,0.000000000,15.682017,10.779360,high_risk,yes,w0_high_risk,warning,yes,pass,no,below_tau_threshold;platform_too_narrow,no,1.000000000000,54,0.000000000000,0.000000000000,yes,CURRENT_PLATFORM
